venue_name,year,format,batting_sr,batting_avg,boundary_%,bowling_econ,bowling_avg,bowling_sr,runs,balls,wickets,fours,sixes,matches,innings_count
Melbourne Cricket Ground,2014,T20,112.28,22.86,50.0,6.74,22.86,20.36,960,855,42,105,10,4,8
Melbourne Cricket Ground,2014,Test,56.93,42.49,46.0,3.42,42.49,74.63,1487,2612,35,162,6,1,4
Melbourne Cricket Ground,2015,ODI,91.57,33.66,44.57,5.49,33.66,36.76,3029,3308,90,291,31,6,12
Melbourne Cricket Ground,2015,Test,60.07,49.35,37.1,3.6,49.35,82.15,1283,2136,26,110,6,1,4
Melbourne Cricket Ground,2016,ODI,90.27,32.32,40.52,5.42,32.32,35.81,1002,1110,31,82,13,2,4
Melbourne Cricket Ground,2016,T20,132.75,28.16,47.1,7.97,28.16,21.21,535,403,19,45,12,2,4
Melbourne Cricket Ground,2016,Test,63.7,45.56,44.23,3.82,45.56,71.52,1230,1931,27,115,14,1,3
Melbourne Cricket Ground,2017,ODI,76.56,31.5,39.91,4.59,31.5,41.14,441,576,14,41,2,1,2
Melbourne Cricket Ground,2017,T20,125.42,26.17,39.2,7.52,26.17,20.87,602,480,23,50,6,2,4
Melbourne Cricket Ground,2017,Test,46.49,45.04,46.62,2.79,45.04,96.88,1081,2325,24,120,4,1,3
Melbourne Cricket Ground,2018,ODI,103.2,47.08,45.1,6.19,47.08,45.62,612,593,13,51,12,1,2
Melbourne Cricket Ground,2018,T20,126.79,23.94,52.09,7.61,23.94,18.88,407,321,17,35,12,2,3
Melbourne Cricket Ground,2018,Test,44.06,27.46,39.54,2.64,27.46,62.31,961,2181,35,83,8,1,4
Melbourne Cricket Ground,2019,ODI,78.91,35.69,30.17,4.73,35.69,45.23,464,588,13,35,0,1,2
Melbourne Cricket Ground,2019,T20,126.99,31.89,39.02,7.62,31.89,25.11,287,226,9,13,10,1,2
Melbourne Cricket Ground,2019,Test,50.84,30.09,41.45,3.05,30.09,59.18,1023,2012,34,97,6,1,4
Melbourne Cricket Ground,2020,T20,120.43,18.87,50.18,7.23,18.87,15.67,283,235,15,28,5,1,2
Melbourne Cricket Ground,2020,Test,42.99,24.72,36.16,2.58,24.72,57.5,791,1840,32,70,1,1,4
Melbourne Cricket Ground,2021,Test,47.97,17.33,36.15,2.88,17.33,36.13,520,1084,30,44,2,1,3
Melbourne Cricket Ground,2022,ODI,103.97,33.13,46.28,6.24,33.13,31.87,497,478,15,44,9,1,2
Melbourne Cricket Ground,2022,T20,127.68,21.85,44.62,7.66,21.85,17.11,1748,1369,80,129,44,6,12
Melbourne Cricket Ground,2022,Test,57.11,34.57,45.25,3.43,34.57,60.54,968,1695,28,99,7,1,3
Melbourne Cricket Ground,2023,Test,55.92,27.02,39.78,3.36,27.02,48.32,1081,1933,40,100,5,1,4
Melbourne Cricket Ground,2024,ODI,86.65,29.0,44.37,5.2,29.0,33.47,870,1004,30,74,15,2,4
Melbourne Cricket Ground,2024,Test,50.7,30.8,39.45,3.04,30.8,60.75,1232,2430,40,108,9,1,4
Melbourne Cricket Ground,2025,T20,130.73,15.69,50.2,7.84,15.69,12.0,251,192,16,18,9,1,2
Melbourne Cricket Ground,2025,Test,46.65,25.27,41.95,2.8,25.27,54.17,758,1625,30,78,1,1,3
Mercantile Cricket Association Ground,2014,T20,112.13,38.29,47.01,6.73,38.29,34.14,268,239,7,27,3,1,2
Mladost Cricket Ground,2024,T20,114.27,14.64,55.22,6.86,14.64,12.81,1025,897,70,77,43,5,10
Mladost Cricket Ground,2025,T20,134.31,24.33,53.83,8.06,24.33,18.12,1241,924,51,104,42,4,8
Moara Vlasiei Cricket Ground,2020,T20,106.72,15.89,32.65,6.4,15.89,14.89,588,551,37,36,8,3,6
Moara Vlasiei Cricket Ground,2021,T20,142.55,22.88,53.38,8.55,22.88,16.05,2975,2087,130,280,78,9,18
Moara Vlasiei Cricket Ground,2023,T20,123.53,21.75,48.32,7.41,21.75,17.61,2893,2342,133,273,51,12,24
Moara Vlasiei Cricket Ground,2024,T20,130.21,21.79,53.51,7.81,21.79,16.74,1155,887,53,102,35,4,8
Moara Vlasiei Cricket Ground,2025,T20,129.82,19.88,48.33,7.79,19.88,15.31,7196,5543,362,583,191,26,52
Mombasa Sports Club Ground,2012,ODI,71.98,23.69,34.56,4.32,23.69,32.91,758,1053,32,52,9,2,4
Mombasa Sports Club Ground,2012,T20,101.92,17.72,43.42,6.12,17.72,17.38,691,678,39,63,8,3,6
Moosa Cricket Stadium,2022,ODI,77.64,29.31,39.07,4.66,29.31,37.75,4397,5663,150,362,45,10,20
Morodok Techo National Stadium,2023,T20,51.34,7.12,32.51,3.08,7.12,13.86,363,707,51,25,3,4,8
Moses Mabhida Stadium,2011,T20,131.25,21.0,54.6,7.88,21.0,16.0,315,240,15,25,12,1,2
Moshood Abiola National Stadium,2024,T20,101.35,15.01,46.76,6.08,15.01,14.81,1651,1629,110,130,42,9,18
Mulpani Cricket Ground,2023,ODI,76.9,26.62,56.81,4.61,26.62,34.62,426,554,16,41,13,1,2
Mulpani Cricket Ground,2023,T20,127.03,22.84,54.5,7.62,22.84,17.98,3769,2967,165,329,123,13,26
Multan Cricket Stadium,2003,ODI,90.89,39.15,55.01,5.45,39.15,43.08,509,560,13,61,6,1,2
Multan Cricket Stadium,2003,Test,49.86,22.36,50.69,2.99,22.36,44.85,872,1749,39,109,1,1,4
Multan Cricket Stadium,2004,ODI,82.86,25.88,49.09,4.97,25.88,31.24,440,531,17,36,12,1,2
Multan Cricket Stadium,2005,Test,54.78,30.2,44.37,3.29,30.2,55.12,1208,2205,40,125,6,1,4
Multan Cricket Stadium,2006,ODI,77.99,26.57,46.51,4.68,26.57,34.07,744,954,28,82,3,2,4
Multan Cricket Stadium,2006,Test,53.47,52.19,50.53,3.21,52.19,97.59,1409,2635,27,160,12,1,3
Multan Cricket Stadium,2007,ODI,88.02,38.58,39.74,5.28,38.58,43.83,463,526,12,40,4,1,2
Multan Cricket Stadium,2008,ODI,79.95,32.03,31.43,4.8,32.03,40.07,929,1162,29,58,10,2,4
Multan Cricket Stadium,2022,ODI,95.26,30.52,43.91,5.72,30.52,32.04,1526,1602,50,115,35,3,6
Multan Cricket Stadium,2022,Test,64.3,27.15,50.64,3.86,27.15,42.22,1086,1689,40,124,9,1,4
Multan Cricket Stadium,2023,ODI,100.9,27.88,57.4,6.05,27.88,27.62,446,442,16,49,10,1,2
Multan Cricket Stadium,2024,T20,127.81,36.4,55.16,7.67,36.4,28.48,910,712,25,97,19,3,6
Multan Cricket Stadium,2024,Test,68.52,39.71,42.88,4.11,39.71,57.95,2621,3825,66,248,22,2,7
Multan Cricket Stadium,2025,Test,59.49,16.76,35.2,3.57,16.76,28.18,1341,2254,80,100,12,2,8
"N'Du Stadium, Noumea",2025,T20,78.78,11.65,18.24,4.73,11.65,14.79,932,1183,80,41,1,6,12
NCC Grounds,2012,T20,97.12,22.44,41.58,5.83,22.44,23.11,202,208,9,21,0,1,2
NCC Grounds,2017,ODI,68.1,26.73,41.88,4.09,26.73,39.25,1791,2630,67,174,9,5,10
NCC Grounds,2018,T20,73.23,11.15,27.59,4.39,11.15,15.23,145,198,13,10,0,1,2
Nahar Singh Stadium,2003,ODI,65.56,16.5,50.51,3.93,16.5,25.17,198,302,12,22,2,1,2
Nahar Singh Stadium,2006,ODI,77.03,28.5,38.16,4.62,28.5,37.0,456,592,16,39,3,1,2
Nairobi Jaffery Sports Club Ground,2007,ODI,87.92,18.0,40.35,5.28,18.0,20.47,342,389,19,24,7,1,2
Namibia Cricket Ground,2025,T20,100.31,19.02,47.59,6.02,19.02,18.96,6715,6694,353,685,76,30,60
Narayanganj Osmani Stadium,2006,ODI,69.87,26.31,35.96,4.19,26.31,37.65,684,979,26,54,5,2,4
Narendra Modi Stadium,2021,T20,145.39,32.15,58.01,8.72,32.15,22.12,1672,1150,52,142,67,5,10
Narendra Modi Stadium,2021,Test,47.19,18.2,50.73,2.83,18.2,38.57,1092,2314,60,122,11,2,7
Narendra Modi Stadium,2022,ODI,79.61,22.98,48.44,4.78,22.98,28.87,1218,1530,53,107,27,3,6
Narendra Modi Stadium,2023,ODI,93.63,34.53,47.87,5.62,34.53,36.88,1968,2102,57,177,39,4,8
Narendra Modi Stadium,2023,T20,155.44,21.43,64.67,9.33,21.43,13.79,300,193,14,23,17,1,2
Narendra Modi Stadium,2023,Test,48.15,58.38,46.98,2.89,58.38,121.24,1226,2546,21,126,12,1,3
Narendra Modi Stadium,2024,ODI,78.66,24.62,43.83,4.72,24.62,31.3,1305,1659,53,128,10,3,6
Narendra Modi Stadium,2025,ODI,112.65,28.5,59.65,6.76,28.5,25.3,570,506,20,64,14,1,2
Narendra Modi Stadium,2025,Test,57.98,30.24,51.32,3.48,30.24,52.16,756,1304,25,82,10,1,3
Nassau County International Cricket Stadium,2024,T20,95.74,15.97,43.18,5.74,15.97,16.68,1709,1785,107,102,55,8,16
National Cricket Stadium,2004,ODI,80.34,23.7,27.85,4.82,23.7,29.5,237,295,10,15,1,1,2
National Cricket Stadium,2007,ODI,85.82,33.4,41.21,5.15,33.4,38.92,2572,2997,77,199,44,6,12
National Cricket Stadium,2008,ODI,74.56,30.88,38.36,4.47,30.88,41.42,803,1077,26,65,8,2,4
National Cricket Stadium,2009,Test,52.96,24.86,51.17,3.18,24.86,46.94,895,1690,36,101,9,1,4
National Cricket Stadium,2013,ODI,80.14,34.96,43.43,4.81,34.96,43.63,944,1178,27,71,21,2,4
National Cricket Stadium,2014,ODI,76.37,22.82,42.5,4.58,22.82,29.88,753,986,33,53,18,2,4
National Cricket Stadium,2015,T20,69.72,13.82,21.05,4.18,13.82,19.82,152,218,11,5,2,1,2
National Cricket Stadium,2015,Test,50.33,39.16,49.09,3.02,39.16,77.81,1214,2412,31,134,10,1,4
National Cricket Stadium,2019,ODI,137.24,50.44,65.92,8.23,50.44,36.75,807,588,16,64,46,1,2
National Cricket Stadium,2020,ODI,78.36,26.8,49.75,4.7,26.8,34.2,402,513,15,35,10,1,2
National Cricket Stadium,2020,T20,171.67,29.43,64.56,10.3,29.43,17.14,412,240,14,26,27,1,2
National Cricket Stadium,2021,T20,136.24,23.79,53.45,8.17,23.79,17.46,1594,1170,67,99,76,5,10
National Cricket Stadium,2022,Test,39.29,21.63,41.29,2.36,21.63,55.07,649,1652,30,61,4,1,4
National Cricket Stadium,2023,T20,164.93,34.35,68.61,9.9,34.35,20.83,790,479,23,53,55,2,4
National Cricket Stadium,2025,Test,62.63,23.12,49.73,3.76,23.12,36.92,925,1477,40,85,20,1,4
National Sports Academy,2021,T20,144.51,20.25,65.43,8.67,20.25,14.01,1620,1121,80,160,70,6,12
National Sports Academy,2022,T20,182.44,45.61,71.74,10.95,45.61,25.0,1642,900,36,149,97,4,8
National Sports Academy,2023,T20,124.96,18.63,55.55,7.5,18.63,14.91,1397,1118,75,122,48,6,12
National Stadium,2003,ODI,91.0,45.5,38.83,5.46,45.5,50.0,546,600,12,44,6,1,2
National Stadium,2004,ODI,78.55,42.27,25.81,4.71,42.27,53.82,465,592,11,24,4,1,2
National Stadium,2005,ODI,98.01,33.81,48.06,5.88,33.81,34.5,541,552,16,56,6,1,2
National Stadium,2006,ODI,90.44,52.5,41.14,5.43,52.5,58.05,1050,1161,20,90,12,2,4
National Stadium,2006,Test,71.69,36.41,60.13,4.3,36.41,50.78,1347,1879,37,189,9,1,4
National Stadium,2007,Test,51.8,34.27,45.27,3.11,34.27,66.16,1268,2448,37,136,5,1,4
National Stadium,2008,ODI,94.81,36.52,46.51,5.69,36.52,38.52,6136,6472,168,580,89,12,24
National Stadium,2008,T20,140.74,20.27,48.68,8.44,20.27,14.4,304,216,15,19,12,1,2
National Stadium,2009,ODI,84.2,29.67,42.02,5.05,29.67,35.23,890,1057,30,89,3,2,4
National Stadium,2009,Test,59.46,86.28,46.62,3.57,86.28,145.11,1553,2612,18,163,12,1,3
National Stadium,2018,T20,136.27,25.66,59.69,8.18,25.66,18.83,898,659,35,92,28,3,6
National Stadium,2019,ODI,97.27,36.74,41.79,5.84,36.74,37.77,1139,1171,31,89,20,2,4
National Stadium,2019,T20,75.53,11.36,36.8,4.53,11.36,15.05,250,331,22,11,8,2,4
National Stadium,2019,Test,60.39,37.24,47.52,3.62,37.24,61.67,1229,2035,33,131,10,1,4
National Stadium,2021,ODI,70.55,24.6,41.49,4.23,24.6,34.88,1181,1674,48,115,5,3,6
National Stadium,2021,T20,153.75,27.18,60.17,9.22,27.18,17.68,1087,707,40,93,47,3,6
National Stadium,2021,Test,49.84,28.27,49.73,2.99,28.27,56.73,933,1872,33,110,4,1,4
National Stadium,2022,T20,150.47,34.83,55.46,9.03,34.83,23.15,1428,949,41,135,42,4,8
National Stadium,2022,Test,54.38,42.16,47.28,3.26,42.16,77.52,3710,6822,88,392,31,3,12
National Stadium,2023,ODI,87.39,30.61,42.74,5.24,30.61,35.03,4347,4974,142,388,51,9,18
National Stadium,2023,T20,121.04,22.35,47.86,7.26,22.35,18.46,2123,1754,95,152,68,8,16
National Stadium,2023,Test,54.97,42.29,53.41,3.3,42.29,76.94,1438,2616,34,180,8,1,4
National Stadium,2024,ODI,79.12,25.79,38.48,4.75,25.79,32.6,1341,1695,52,123,4,3,6
National Stadium,2024,T20,102.76,19.52,39.13,6.17,19.52,19.0,1191,1159,61,115,1,5,10
National Stadium,2025,ODI,99.07,41.0,51.41,5.94,41.0,41.38,2132,2152,52,214,40,4,8
"Nehru Stadium, Fatorda",2006,ODI,90.89,33.69,47.87,5.45,33.69,37.06,539,593,16,51,9,1,2
"Nehru Stadium, Fatorda",2007,ODI,79.97,35.62,40.17,4.8,35.62,44.54,463,579,13,45,1,1,2
"Nehru Stadium, Poona",2003,ODI,86.31,30.41,52.22,5.18,30.41,35.24,517,599,17,60,5,1,2
"Nehru Stadium, Poona",2005,ODI,91.27,32.69,45.89,5.48,32.69,35.81,523,573,16,54,4,1,2
"Nehru Stadium, Poona",2007,ODI,86.46,36.04,46.58,5.19,36.04,41.68,1009,1167,28,89,19,2,4
"Nehru Stadium, Poona",2009,ODI,63.45,24.43,46.78,3.81,24.43,38.5,342,539,14,37,2,1,2
"Nehru Stadium, Poona",2010,ODI,90.46,25.6,48.44,5.43,25.6,28.3,512,566,20,53,6,1,2
"Nehru Stadium, Poona",2013,ODI,84.82,28.87,50.58,5.09,28.87,34.03,866,1021,30,84,17,2,4
"Nehru Stadium, Poona",2014,ODI,94.87,32.38,50.19,5.69,32.38,34.12,518,546,16,47,12,1,2
New Farnley CC,2025,T20,98.8,13.69,39.35,5.93,13.69,13.86,493,499,36,41,5,3,6
Newlands,2003,ODI,78.13,30.53,43.07,4.69,30.53,39.08,2229,2853,73,192,32,5,10
Newlands,2003,Test,64.93,40.67,57.56,3.9,40.67,62.63,1098,1691,27,140,12,1,3
Newlands,2004,ODI,72.05,22.64,46.06,4.32,22.64,31.43,317,440,14,26,7,1,2
Newlands,2005,ODI,75.57,25.21,43.41,4.53,25.21,33.35,857,1134,34,69,16,2,4
Newlands,2005,Test,54.21,29.33,50.87,3.25,29.33,54.1,1789,3300,61,202,17,2,7
Newlands,2006,ODI,78.03,24.24,55.58,4.68,24.24,31.06,824,1056,34,80,23,2,4
Newlands,2006,Test,53.55,37.61,48.15,3.21,37.61,70.24,2031,3793,54,228,11,2,7
Newlands,2007,ODI,75.27,30.43,47.43,4.52,30.43,40.43,700,930,23,65,12,2,4
Newlands,2007,T20,123.39,21.15,50.93,7.4,21.15,17.14,2474,2005,117,204,74,9,18
Newlands,2007,Test,51.54,26.49,48.33,3.09,26.49,51.39,1854,3597,70,215,6,2,8
Newlands,2008,ODI,71.86,22.32,43.87,4.31,22.32,31.05,424,590,19,42,3,1,2
Newlands,2008,Test,48.54,30.67,42.69,2.91,30.67,63.18,1012,2085,33,96,8,1,4
Newlands,2009,ODI,100.0,39.62,38.29,6.0,39.62,39.62,1149,1149,29,92,12,2,4
Newlands,2009,Test,61.34,42.73,54.6,3.68,42.73,69.67,1282,2090,30,148,18,1,3
Newlands,2010,Test,51.07,36.31,48.36,3.06,36.31,71.08,1307,2559,36,155,2,1,4
Newlands,2011,ODI,75.6,24.61,37.47,4.54,24.61,32.56,443,586,18,34,5,1,2
Newlands,2011,T20,123.63,24.42,50.51,7.42,24.42,19.75,293,237,12,25,8,1,2
Newlands,2011,Test,54.31,29.17,48.63,3.26,29.17,53.71,1896,3491,65,217,9,2,8
Newlands,2012,Test,60.45,48.46,52.45,3.63,48.46,80.17,1163,1924,24,142,7,1,4
Newlands,2013,ODI,70.12,21.74,42.62,4.21,21.74,31.0,413,589,19,35,6,1,2
Newlands,2013,T20,144.17,43.25,53.76,8.65,43.25,30.0,346,240,8,30,11,1,2
Newlands,2013,Test,50.6,26.28,48.04,3.04,26.28,51.94,1682,3324,64,184,12,2,7
Newlands,2014,Test,55.77,42.16,48.33,3.35,42.16,75.59,1349,2419,32,142,14,1,4
Newlands,2015,T20,141.1,33.3,58.26,8.47,33.3,23.6,333,236,10,29,13,1,2
Newlands,2015,Test,53.38,34.03,48.67,3.2,34.03,63.75,1089,2040,32,125,5,1,4
Newlands,2016,ODI,97.51,33.21,47.08,5.85,33.21,34.06,1096,1124,33,111,12,2,4
Newlands,2016,T20,120.39,25.35,46.64,7.22,25.35,21.06,862,716,34,66,23,3,6
Newlands,2016,Test,58.69,74.47,55.55,3.52,74.47,126.89,1415,2411,19,171,17,1,3
Newlands,2017,ODI,117.83,46.27,51.59,7.07,46.27,39.27,694,589,15,67,15,1,2
Newlands,2017,T20,141.84,33.9,51.92,8.51,33.9,23.9,339,239,10,29,10,1,2
Newlands,2017,Test,58.03,25.68,50.32,3.48,25.68,44.24,950,1637,37,115,3,1,4
Newlands,2018,ODI,89.26,30.12,37.76,5.36,30.12,33.75,482,540,16,38,5,1,2
Newlands,2018,T20,131.41,22.78,53.33,7.88,22.78,17.33,615,468,27,52,20,2,4
Newlands,2018,Test,54.68,22.58,57.81,3.28,22.58,41.29,1806,3303,80,240,14,2,8
Newlands,2019,ODI,83.68,36.57,41.38,5.02,36.57,43.7,841,1005,23,72,10,2,4
Newlands,2019,T20,121.63,20.71,50.88,7.3,20.71,17.02,849,698,41,78,20,3,8
Newlands,2019,Test,61.56,29.53,58.2,3.69,29.53,47.97,945,1535,32,130,5,1,4
Newlands,2020,ODI,88.23,47.0,37.52,5.29,47.0,53.27,517,586,11,41,5,1,2
Newlands,2020,T20,153.19,34.47,54.74,9.19,34.47,22.5,1034,675,30,71,47,3,6
Newlands,2020,Test,43.89,29.76,47.75,2.63,29.76,67.82,1131,2577,38,123,8,1,4
Newlands,2022,ODI,95.8,28.5,44.91,5.75,28.5,29.75,570,595,20,52,8,1,2
Newlands,2022,Test,49.27,25.55,48.87,2.96,25.55,51.85,843,1711,33,94,6,1,4
Newlands,2023,T20,120.11,24.9,46.59,7.21,24.9,20.74,3387,2820,136,345,33,12,24
Newlands,2024,ODI,103.59,28.85,51.3,6.22,28.85,27.85,577,557,20,44,20,1,2
Newlands,2024,Test,72.27,14.06,56.47,4.34,14.06,19.45,464,642,33,61,3,1,4
Newlands,2025,Test,68.94,48.04,49.07,4.14,48.04,69.68,1345,1951,28,135,20,1,4
"Niaz Stadium, Hyderabad",2008,ODI,82.67,36.69,40.67,4.96,36.69,44.38,477,577,13,44,3,1,2
North Marine Road Ground,2014,ODI,72.13,25.37,41.79,4.33,25.37,35.17,761,1055,30,78,1,2,4
"North Sydney Oval, Sydney",2009,ODI,65.08,31.0,54.55,3.9,31.0,47.64,341,524,11,42,3,1,2
"North Sydney Oval, Sydney",2012,ODI,93.56,38.07,49.64,5.61,38.07,40.69,1104,1180,29,104,22,2,4
"North Sydney Oval, Sydney",2014,T20,98.71,17.69,45.22,5.92,17.69,17.92,230,233,13,23,2,1,2
"North Sydney Oval, Sydney",2017,T20,123.72,20.46,51.88,7.42,20.46,16.54,266,215,13,27,5,1,2
"North Sydney Oval, Sydney",2017,Test,40.24,44.48,49.04,2.41,44.48,110.52,934,2321,21,110,3,1,3
"North Sydney Oval, Sydney",2018,T20,144.25,36.22,65.64,8.65,36.22,25.11,326,226,9,43,7,1,2
"North Sydney Oval, Sydney",2019,T20,134.35,30.48,58.14,8.06,30.48,22.69,884,658,29,100,19,3,6
"North Sydney Oval, Sydney",2023,ODI,95.17,35.69,49.04,5.71,35.69,37.5,571,600,16,58,8,1,2
"North Sydney Oval, Sydney",2023,T20,149.45,36.85,64.72,8.97,36.85,24.65,958,641,26,107,32,3,6
"North Sydney Oval, Sydney",2024,ODI,87.47,22.34,54.48,5.25,22.34,25.54,782,894,35,96,7,2,4
"North Sydney Oval, Sydney",2025,ODI,83.33,25.62,52.68,5.0,25.62,30.75,410,492,16,48,4,1,2
"North West Cricket Stadium, Potchefstroom",2003,ODI,84.86,24.15,50.32,5.09,24.15,28.46,628,740,26,58,14,2,4
"North West Cricket Stadium, Potchefstroom",2017,ODI,65.6,25.97,49.53,3.94,25.97,39.59,961,1465,37,107,8,3,6
"Observatory Lane, Rathmines",2013,ODI,81.09,23.71,38.21,4.87,23.71,29.24,403,497,17,37,1,1,2
Old Hararians,2018,ODI,87.55,29.52,51.64,5.25,29.52,33.72,1801,2057,61,147,57,4,8
Old Hararians,2019,T20,90.97,16.65,26.42,5.46,16.65,18.31,1582,1739,95,94,7,8,16
Old Hararians,2021,ODI,67.39,28.79,42.68,4.04,28.79,42.71,403,598,14,37,4,1,2
Old Trafford,2003,ODI,73.05,31.93,37.12,4.38,31.93,43.7,862,1180,27,71,6,2,4
Old Trafford,2005,ODI,85.85,27.9,46.59,5.15,27.9,32.5,279,325,10,25,5,1,2
Old Trafford,2006,ODI,102.03,35.47,41.46,6.12,35.47,34.76,603,591,17,52,7,1,2
Old Trafford,2006,Test,55.93,27.66,52.37,3.36,27.66,49.45,802,1434,29,93,8,1,3
Old Trafford,2007,ODI,72.53,25.0,44.71,4.35,25.0,34.47,425,586,17,46,1,1,2
Old Trafford,2007,Test,57.89,32.65,47.32,3.47,32.65,56.4,1306,2256,40,150,3,1,4
Old Trafford,2008,T20,111.11,25.0,58.4,6.67,25.0,22.5,250,225,10,29,5,1,2
Old Trafford,2008,Test,54.45,30.03,46.42,3.27,30.03,55.15,991,1820,33,103,8,1,4
Old Trafford,2009,T20,117.32,24.83,28.19,7.04,24.83,21.17,149,127,6,6,3,1,2
Old Trafford,2010,ODI,74.61,22.42,42.25,4.48,22.42,30.05,426,571,19,39,4,1,2
Old Trafford,2010,Test,60.21,25.27,45.91,3.61,25.27,41.97,758,1259,30,81,4,1,3
Old Trafford,2011,ODI,88.14,27.37,29.23,5.29,27.37,31.05,520,590,19,32,4,1,2
Old Trafford,2011,T20,142.13,23.86,53.89,8.53,23.86,16.79,334,235,14,33,8,1,2
Old Trafford,2012,ODI,79.72,28.3,38.87,4.78,28.3,35.5,283,355,10,23,3,1,2
Old Trafford,2012,T20,118.5,23.62,41.8,7.11,23.62,19.94,378,319,16,38,1,2,4
Old Trafford,2013,ODI,95.76,31.88,50.55,5.75,31.88,33.29,542,566,17,49,13,1,2
Old Trafford,2013,Test,53.8,40.89,47.83,3.23,40.89,76.0,1104,2052,27,123,6,1,4
Old Trafford,2014,ODI,64.52,14.0,38.57,3.87,14.0,21.7,140,217,10,12,1,1,2
Old Trafford,2014,Test,58.07,22.67,56.76,3.48,22.67,39.03,680,1171,30,89,5,1,3
Old Trafford,2015,ODI,86.45,26.17,45.61,5.19,26.17,30.27,785,908,30,82,5,2,4
Old Trafford,2015,T20,149.54,19.18,57.67,8.97,19.18,12.82,326,218,17,32,10,1,2
Old Trafford,2016,T20,131.1,34.25,52.55,7.87,34.25,26.12,274,209,8,27,6,1,2
Old Trafford,2016,Test,62.88,41.17,51.59,3.77,41.17,65.48,1194,1899,29,148,4,1,4
Old Trafford,2017,ODI,94.74,34.5,43.96,5.68,34.5,36.42,414,437,12,35,7,1,2
Old Trafford,2017,Test,55.03,25.82,57.5,3.3,25.82,46.92,1033,1877,40,138,7,1,4
Old Trafford,2018,ODI,82.77,21.74,44.07,4.97,21.74,26.26,413,499,19,38,5,1,2
Old Trafford,2018,T20,140.0,32.2,57.76,8.4,32.2,23.0,322,230,10,30,11,1,2
Old Trafford,2019,ODI,92.95,32.95,45.14,5.58,32.95,35.45,2636,2836,80,227,47,5,10
Old Trafford,2019,Test,53.58,34.74,48.43,3.22,34.74,64.82,1181,2204,34,137,4,1,4
Old Trafford,2020,ODI,90.17,31.65,44.24,5.41,31.65,35.1,1614,1790,51,129,33,3,6
Old Trafford,2020,T20,157.34,33.33,56.0,9.44,33.33,21.19,900,572,27,75,34,3,5
Old Trafford,2020,Test,53.62,29.65,45.74,3.22,29.65,55.31,2995,5586,101,314,19,3,12
Old Trafford,2021,T20,129.83,23.77,53.72,7.79,23.77,18.31,309,238,13,28,9,1,2
Old Trafford,2022,ODI,97.93,22.97,51.0,5.88,22.97,23.46,804,821,35,77,17,2,4
Old Trafford,2022,Test,50.65,25.69,38.12,3.04,25.69,50.72,745,1471,29,65,4,1,3
Old Trafford,2023,T20,148.28,21.5,61.13,8.9,21.5,14.5,301,203,14,25,14,1,2
Old Trafford,2023,Test,69.58,44.92,47.73,4.17,44.92,64.56,1123,1614,25,116,12,1,3
Old Trafford,2024,Test,61.21,32.14,39.11,3.67,32.14,52.51,1125,1838,35,98,8,1,4
Old Trafford,2025,T20,162.87,31.09,63.5,9.77,31.09,19.09,715,439,23,67,31,2,4
Old Trafford,2025,Test,58.41,60.5,44.49,3.5,60.5,103.58,1452,2486,24,145,11,1,3
P. Saravanamuttu International cricket Stadium,2005,Test,70.77,29.14,50.18,4.25,29.14,41.17,845,1194,29,97,6,1,3
P. Saravanamuttu International cricket Stadium,2006,Test,56.58,34.49,59.48,3.4,34.49,60.95,1345,2377,39,179,14,1,4
P. Saravanamuttu International cricket Stadium,2007,ODI,73.3,24.88,47.74,4.4,24.88,33.94,398,543,16,34,9,1,2
P. Saravanamuttu International cricket Stadium,2007,Test,57.22,31.23,47.04,3.43,31.23,54.58,812,1419,26,88,5,1,3
P. Saravanamuttu International cricket Stadium,2008,Test,51.49,32.38,41.12,3.09,32.38,62.88,1036,2012,32,102,3,1,4
P. Saravanamuttu International cricket Stadium,2009,Test,55.96,24.88,40.93,3.36,24.88,44.45,821,1467,33,78,4,1,4
P. Saravanamuttu International cricket Stadium,2010,Test,58.04,39.6,42.86,3.48,39.6,68.23,1386,2388,35,141,5,1,4
P. Saravanamuttu International cricket Stadium,2012,Test,45.52,30.35,39.72,2.73,30.35,66.68,2155,4734,71,190,16,2,8
P. Saravanamuttu International cricket Stadium,2014,T20,60.67,8.06,40.0,3.64,8.06,13.28,145,239,18,10,3,1,2
P. Saravanamuttu International cricket Stadium,2015,Test,50.36,25.52,38.97,3.02,25.52,50.68,2833,5625,111,240,24,3,12
P. Saravanamuttu International cricket Stadium,2017,ODI,61.18,22.38,44.68,3.67,22.38,36.58,2641,4317,118,262,22,8,16
P. Saravanamuttu International cricket Stadium,2017,Test,52.33,36.53,39.09,3.14,36.53,69.81,1315,2513,36,118,7,1,4
P. Saravanamuttu International cricket Stadium,2019,T20,111.66,25.64,42.9,6.7,25.64,22.96,718,643,28,68,6,3,6
P. Saravanamuttu International cricket Stadium,2019,Test,48.19,30.65,47.18,2.89,30.65,63.62,797,1654,26,79,10,1,3
P. Saravanamuttu International cricket Stadium,2023,ODI,69.09,25.33,36.84,4.15,25.33,36.67,152,220,6,11,2,1,1
P. Saravanamuttu International cricket Stadium,2023,T20,109.08,23.65,45.29,6.54,23.65,21.68,733,672,31,74,6,3,6
Pallekele International Cricket Stadium,2010,Test,48.79,37.88,36.96,2.93,37.88,77.62,303,621,8,25,2,1,1
